who,problem,when,try,problem_len,input_len,output_len,diff,result,start_time,consume_time
Zenocres,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
Zenocres,B,2024-03-22 18:20:00,3,95,95,23,0,1,2024-03-22 17:40:00,40.0
Zeoy_kkk,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Zeoy_kkk,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:39:00,11.0
Zeoy_kkk,C,2024-03-22 18:44:00,2,95,116,44,1,1,2024-03-22 17:50:00,54.0
Zephyre,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
Zephyre,B,2024-03-22 18:25:00,3,95,95,23,0,0,2024-03-22 17:47:00,38.0
ZeppZeppelin,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
ZeppZeppelin,B,2024-03-22 19:15:00,4,95,95,23,0,1,2024-03-22 17:44:00,91.0
Zerocks,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
Zerocks,B,2024-03-22 18:52:00,4,95,95,23,0,0,2024-03-22 17:40:00,72.0
Zerone.,A,2024-03-22 18:00:00,1,139,85,21,0,1,2024-03-22 17:35:00,25.0
Zerone.,B,2024-03-22 19:02:00,9,95,95,23,0,1,2024-03-22 18:00:00,62.0
Zerozip,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
Zerozip,B,2024-03-22 18:54:00,1,95,95,23,0,0,2024-03-22 17:40:00,74.0
Zeta_Fan0_0,A,2024-03-22 17:41:00,2,139,85,21,0,1,2024-03-22 17:35:00,6.0
Zeta_Fan0_0,B,2024-03-22 18:04:00,4,95,95,23,0,1,2024-03-22 17:41:00,23.0
Zeus_0790,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Zeus_0790,B,2024-03-22 18:03:00,2,95,95,23,0,1,2024-03-22 17:42:00,21.0
Zeus_0790,C,2024-03-22 19:18:00,1,95,116,44,1,0,2024-03-22 18:03:00,75.0
Zeuszzz,A,2024-03-22 17:49:00,1,139,85,21,0,1,2024-03-22 17:35:00,14.0
Zeuszzz,B,2024-03-22 18:19:00,1,95,95,23,0,1,2024-03-22 17:49:00,30.0
Zeuszzz,C,2024-03-22 18:40:00,1,95,116,44,1,1,2024-03-22 18:19:00,21.0
ZhangYi..,A,2024-03-22 18:20:00,2,139,85,21,0,1,2024-03-22 17:35:00,45.0
ZhangYi..,B,2024-03-22 18:49:00,1,95,95,23,0,1,2024-03-22 18:20:00,29.0
Zhanzhe_Lee,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
Zhanzhe_Lee,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:40:00,10.0
Zhanzhe_Lee,C,2024-03-22 18:28:00,1,95,116,44,1,1,2024-03-22 17:50:00,38.0
Zhe_xue_shou,A,2024-03-22 18:04:00,2,139,85,21,0,1,2024-03-22 17:35:00,29.0
Zhe_xue_shou,B,2024-03-22 19:06:00,1,95,95,23,0,1,2024-03-22 18:04:00,62.0
Zhengliangfei,C,2024-03-22 17:54:00,1,95,116,44,1,1,2024-03-22 17:35:00,19.0
Zhengliangfei,A,2024-03-22 18:20:00,1,139,85,21,0,1,2024-03-22 17:54:00,26.0
Zhengliangfei,B,2024-03-22 18:33:00,7,95,95,23,0,1,2024-03-22 18:20:00,13.0
Zhengliangfei,D,2024-03-22 19:34:00,10,115,96,25,1,0,2024-03-22 18:33:00,61.0
ZhiGeBaiShui,A,2024-03-22 17:41:00,2,139,85,21,0,1,2024-03-22 17:35:00,6.0
ZhiGeBaiShui,B,2024-03-22 17:52:00,1,95,95,23,0,1,2024-03-22 17:41:00,11.0
ZhiGeBaiShui,C,2024-03-22 18:10:00,1,95,116,44,1,1,2024-03-22 17:52:00,18.0
ZhiGeBaiShui,D,2024-03-22 18:53:00,2,115,96,25,1,1,2024-03-22 18:10:00,43.0
ZhishengIE001,A,2024-03-22 17:55:00,1,139,85,21,0,1,2024-03-22 17:35:00,20.0
ZhishengIE001,B,2024-03-22 18:16:00,1,95,95,23,0,1,2024-03-22 17:55:00,21.0
ZhixingYi,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
ZhixingYi,B,2024-03-22 17:47:00,1,95,95,23,0,1,2024-03-22 17:39:00,8.0
ZhockDen,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
ZhockDen,C,2024-03-22 18:39:00,1,95,116,44,1,0,2024-03-22 17:47:00,52.0
ZhockDen,B,2024-03-22 19:33:00,3,95,95,23,0,0,2024-03-22 18:39:00,54.0
Zhunussov,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
Zhunussov,B,2024-03-22 18:25:00,1,95,95,23,0,1,2024-03-22 17:41:00,44.0
Zikun_w,A,2024-03-22 17:58:00,1,139,85,21,0,1,2024-03-22 17:35:00,23.0
Zikun_w,B,2024-03-22 18:48:00,1,95,95,23,0,1,2024-03-22 17:58:00,50.0
Zincjons,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Zincjons,B,2024-03-22 18:41:00,2,95,95,23,0,0,2024-03-22 17:42:00,59.0
Zlin05,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Zlin05,B,2024-03-22 18:05:00,1,95,95,23,0,1,2024-03-22 17:42:00,23.0
Zobayer_Abedin,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
Zobayer_Abedin,B,2024-03-22 17:47:00,2,95,95,23,0,1,2024-03-22 17:38:00,9.0
Zobayer_Abedin,C,2024-03-22 18:06:00,2,95,116,44,1,1,2024-03-22 17:47:00,19.0
Zobayer_Abedin,D,2024-03-22 18:46:00,2,115,96,25,1,1,2024-03-22 18:06:00,40.0
Zoopie,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
Zoopie,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:43:00,23.0
Zoro,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Zoro,B,2024-03-22 17:46:00,1,95,95,23,0,1,2024-03-22 17:39:00,7.0
Zoro,C,2024-03-22 18:17:00,2,95,116,44,1,1,2024-03-22 17:46:00,31.0
ZuZKho,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
ZuZKho,B,2024-03-22 17:55:00,1,95,95,23,0,1,2024-03-22 17:41:00,14.0
ZuZKho,C,2024-03-22 18:18:00,2,95,116,44,1,1,2024-03-22 17:55:00,23.0
ZuZKho,D,2024-03-22 19:22:00,2,115,96,25,1,1,2024-03-22 18:18:00,64.0
ZuiLeiTianShan,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
ZuiLeiTianShan,B,2024-03-22 18:31:00,1,95,95,23,0,1,2024-03-22 17:46:00,45.0
ZuiLeiTianShan,C,2024-03-22 19:05:00,1,95,116,44,1,1,2024-03-22 18:31:00,34.0
Zuneve,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
Zuneve,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:40:00,10.0
Zvezdy,A,2024-03-22 17:57:00,3,139,85,21,0,1,2024-03-22 17:35:00,22.0
Zvezdy,B,2024-03-22 19:06:00,5,95,95,23,0,1,2024-03-22 17:57:00,69.0
Zxyoul,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
Zxyoul,B,2024-03-22 17:52:00,2,95,95,23,0,1,2024-03-22 17:42:00,10.0
Zxyoul,C,2024-03-22 18:12:00,1,95,116,44,1,1,2024-03-22 17:52:00,20.0
Zxyoul,D,2024-03-22 18:39:00,1,115,96,25,1,1,2024-03-22 18:12:00,27.0
Zxyoul,E,2024-03-22 19:34:00,1,121,128,20,2,0,2024-03-22 18:39:00,55.0
ZyadFva,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
ZyadFva,B,2024-03-22 17:47:00,1,95,95,23,0,1,2024-03-22 17:39:00,8.0
Zzyzzx38,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
Zzyzzx38,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:39:00,17.0
ZzzHhhLM,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
ZzzHhhLM,B,2024-03-22 18:20:00,2,95,95,23,0,1,2024-03-22 17:42:00,38.0
Zzzzqwq,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
Zzzzqwq,B,2024-03-22 18:35:00,1,95,95,23,0,1,2024-03-22 17:46:00,49.0
_---galib---_,A,2024-03-22 17:52:00,1,139,85,21,0,1,2024-03-22 17:35:00,17.0
_---galib---_,B,2024-03-22 18:36:00,1,95,95,23,0,1,2024-03-22 17:52:00,44.0
_.._king_.._,A,2024-03-22 17:40:00,2,139,85,21,0,1,2024-03-22 17:35:00,5.0
_.._king_.._,B,2024-03-22 18:55:00,6,95,95,23,0,1,2024-03-22 17:40:00,75.0
_.aadi01,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_.aadi01,B,2024-03-22 18:35:00,2,95,95,23,0,1,2024-03-22 17:44:00,51.0
_01,A,2024-03-22 18:55:00,2,139,85,21,0,1,2024-03-22 17:35:00,80.0
_01,B,2024-03-22 19:06:00,4,95,95,23,0,0,2024-03-22 18:55:00,11.0
_1000000007,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_1000000007,B,2024-03-22 19:03:00,8,95,95,23,0,1,2024-03-22 17:42:00,81.0
_4DoorsMoreWhores,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_4DoorsMoreWhores,B,2024-03-22 18:01:00,1,95,95,23,0,1,2024-03-22 17:42:00,19.0
_7u0m9a2_,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
_7u0m9a2_,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:46:00,20.0
_7u0m9a2_,C,2024-03-22 18:26:00,1,95,116,44,1,0,2024-03-22 18:06:00,20.0
_ASTRA_,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
_ASTRA_,B,2024-03-22 18:26:00,2,95,95,23,0,1,2024-03-22 17:39:00,47.0
_AYA_,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_AYA_,B,2024-03-22 18:02:00,1,95,95,23,0,1,2024-03-22 17:40:00,22.0
_AYA_,C,2024-03-22 19:03:00,5,95,116,44,1,0,2024-03-22 18:02:00,61.0
_Aaus,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_Aaus,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:42:00,14.0
_Aaus,C,2024-03-22 18:17:00,1,95,116,44,1,0,2024-03-22 17:56:00,21.0
_Abhishek_k30,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_Abhishek_k30,B,2024-03-22 18:09:00,1,95,95,23,0,1,2024-03-22 17:44:00,25.0
_Adam_,A,2024-03-22 18:37:00,3,139,85,21,0,1,2024-03-22 17:35:00,62.0
_Adam_,B,2024-03-22 19:26:00,1,95,95,23,0,0,2024-03-22 18:37:00,49.0
_AhSaN_,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
_AhSaN_,B,2024-03-22 18:18:00,2,95,95,23,0,1,2024-03-22 17:46:00,32.0
_Ahamed_,B,2024-03-22 18:19:00,1,95,95,23,0,1,2024-03-22 17:35:00,44.0
_Ahamed_,A,2024-03-22 18:24:00,3,139,85,21,0,1,2024-03-22 18:19:00,5.0
_Al1bi_,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_Al1bi_,B,2024-03-22 18:12:00,1,95,95,23,0,1,2024-03-22 17:42:00,30.0
_Al1bi_,C,2024-03-22 19:34:00,1,95,116,44,1,0,2024-03-22 18:12:00,82.0
_Amit_011,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
_Amit_011,B,2024-03-22 18:16:00,1,95,95,23,0,1,2024-03-22 17:45:00,31.0
_Anton,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
_Anton,B,2024-03-22 18:04:00,1,95,95,23,0,1,2024-03-22 17:43:00,21.0
_Atharva,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Atharva,B,2024-03-22 18:06:00,1,95,95,23,0,1,2024-03-22 17:41:00,25.0
_BAHUBALI_,A,2024-03-22 18:00:00,1,139,85,21,0,1,2024-03-22 17:35:00,25.0
_BAHUBALI_,B,2024-03-22 18:57:00,2,95,95,23,0,1,2024-03-22 18:00:00,57.0
_Beast,A,2024-03-22 17:46:00,1,139,85,21,0,1,2024-03-22 17:35:00,11.0
_Beast,B,2024-03-22 18:00:00,2,95,95,23,0,1,2024-03-22 17:46:00,14.0
_Beast,C,2024-03-22 18:50:00,1,95,116,44,1,1,2024-03-22 18:00:00,50.0
_CHEEMS_,A,2024-03-22 17:45:00,1,139,85,21,0,1,2024-03-22 17:35:00,10.0
_CHEEMS_,B,2024-03-22 18:37:00,1,95,95,23,0,1,2024-03-22 17:45:00,52.0
_CHO,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
_CHO,B,2024-03-22 17:46:00,1,95,95,23,0,1,2024-03-22 17:39:00,7.0
_CHO,C,2024-03-22 17:56:00,1,95,116,44,1,1,2024-03-22 17:46:00,10.0
_CHO,E,2024-03-22 19:15:00,2,121,128,20,2,1,2024-03-22 17:56:00,79.0
_Camellia_,A,2024-03-22 17:52:00,1,139,85,21,0,1,2024-03-22 17:35:00,17.0
_Camellia_,B,2024-03-22 18:33:00,1,95,95,23,0,1,2024-03-22 17:52:00,41.0
_Camellia_,C,2024-03-22 19:21:00,1,95,116,44,1,0,2024-03-22 18:33:00,48.0
_ChiFAN_,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_ChiFAN_,B,2024-03-22 18:01:00,2,95,95,23,0,1,2024-03-22 17:44:00,17.0
_ChiFAN_,C,2024-03-22 18:14:00,1,95,116,44,1,1,2024-03-22 18:01:00,13.0
_ChiFAN_,D,2024-03-22 18:36:00,2,115,96,25,1,1,2024-03-22 18:14:00,22.0
_D2_,A,2024-03-22 17:56:00,1,139,85,21,0,1,2024-03-22 17:35:00,21.0
_D2_,B,2024-03-22 18:52:00,1,95,95,23,0,1,2024-03-22 17:56:00,56.0
_Depressed,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_Depressed,B,2024-03-22 18:09:00,1,95,95,23,0,1,2024-03-22 17:44:00,25.0
_Dimka,A,2024-03-22 17:47:00,1,139,85,21,0,1,2024-03-22 17:35:00,12.0
_Dimka,B,2024-03-22 18:21:00,4,95,95,23,0,0,2024-03-22 17:47:00,34.0
_Djhhh,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Djhhh,B,2024-03-22 18:39:00,8,95,95,23,0,1,2024-03-22 17:41:00,58.0
_Dragneel,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_Dragneel,B,2024-03-22 18:12:00,2,95,95,23,0,1,2024-03-22 17:44:00,28.0
_Dragon_,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Dragon_,B,2024-03-22 17:54:00,2,95,95,23,0,1,2024-03-22 17:41:00,13.0
_Dragon_,C,2024-03-22 18:10:00,1,95,116,44,1,1,2024-03-22 17:54:00,16.0
_Duck_Dot_Dot_Happy,A,2024-03-22 17:52:00,2,139,85,21,0,1,2024-03-22 17:35:00,17.0
_Duck_Dot_Dot_Happy,B,2024-03-22 18:17:00,1,95,95,23,0,1,2024-03-22 17:52:00,25.0
_Duck_Dot_Dot_Happy,C,2024-03-22 19:33:00,5,95,116,44,1,0,2024-03-22 18:17:00,76.0
_EslamAbdelwahid_,A,2024-03-22 18:10:00,1,139,85,21,0,1,2024-03-22 17:35:00,35.0
_EslamAbdelwahid_,B,2024-03-22 18:35:00,1,95,95,23,0,0,2024-03-22 18:10:00,25.0
_EslamAbdelwahid_,C,2024-03-22 19:21:00,2,95,116,44,1,1,2024-03-22 18:35:00,46.0
_FR_,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_FR_,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:41:00,15.0
_FR_,C,2024-03-22 18:55:00,1,95,116,44,1,1,2024-03-22 17:56:00,59.0
_Fahmid_786,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_Fahmid_786,B,2024-03-22 17:56:00,1,95,95,23,0,1,2024-03-22 17:40:00,16.0
_Fahmid_786,C,2024-03-22 18:31:00,1,95,116,44,1,1,2024-03-22 17:56:00,35.0
_Faineant,A,2024-03-22 17:44:00,2,139,85,21,0,1,2024-03-22 17:35:00,9.0
_Faineant,B,2024-03-22 18:28:00,2,95,95,23,0,1,2024-03-22 17:44:00,44.0
_Fibonacci_,A,2024-03-22 18:01:00,2,139,85,21,0,1,2024-03-22 17:35:00,26.0
_Fibonacci_,B,2024-03-22 19:01:00,1,95,95,23,0,0,2024-03-22 18:01:00,60.0
_GoDGaMerS_,A,2024-03-22 18:01:00,2,139,85,21,0,1,2024-03-22 17:35:00,26.0
_GoDGaMerS_,B,2024-03-22 18:29:00,3,95,95,23,0,1,2024-03-22 18:01:00,28.0
_GoDGaMerS_,C,2024-03-22 19:06:00,2,95,116,44,1,1,2024-03-22 18:29:00,37.0
_GoDGaMerS_,D,2024-03-22 19:24:00,1,115,96,25,1,0,2024-03-22 19:06:00,18.0
_Gowther_,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_Gowther_,B,2024-03-22 17:58:00,2,95,95,23,0,1,2024-03-22 17:40:00,18.0
_Gowther_,C,2024-03-22 18:55:00,1,95,116,44,1,1,2024-03-22 17:58:00,57.0
_Grey_,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_Grey_,B,2024-03-22 17:54:00,1,95,95,23,0,1,2024-03-22 17:40:00,14.0
_Grey_,C,2024-03-22 18:05:00,1,95,116,44,1,1,2024-03-22 17:54:00,11.0
_Grey_,D,2024-03-22 19:34:00,3,115,96,25,1,0,2024-03-22 18:05:00,89.0
_Halabi,A,2024-03-22 17:43:00,1,139,85,21,0,1,2024-03-22 17:35:00,8.0
_Halabi,B,2024-03-22 18:23:00,2,95,95,23,0,1,2024-03-22 17:43:00,40.0
_Halabi,C,2024-03-22 19:18:00,2,95,116,44,1,1,2024-03-22 18:23:00,55.0
_Helios,A,2024-03-22 17:47:00,2,139,85,21,0,1,2024-03-22 17:35:00,12.0
_Helios,B,2024-03-22 19:21:00,1,95,95,23,0,1,2024-03-22 17:47:00,94.0
_Incarnation,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_Incarnation,B,2024-03-22 18:20:00,5,95,95,23,0,1,2024-03-22 17:40:00,40.0
_Island_,A,2024-03-22 17:54:00,1,139,85,21,0,1,2024-03-22 17:35:00,19.0
_Island_,B,2024-03-22 19:05:00,1,95,95,23,0,1,2024-03-22 17:54:00,71.0
_Jett_,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Jett_,B,2024-03-22 17:54:00,1,95,95,23,0,1,2024-03-22 17:41:00,13.0
_Jett_,C,2024-03-22 19:03:00,1,95,116,44,1,1,2024-03-22 17:54:00,69.0
_Kee,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
_Kee,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:39:00,10.0
_Kee,C,2024-03-22 19:13:00,5,95,116,44,1,1,2024-03-22 17:49:00,84.0
_Khaled_,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_Khaled_,B,2024-03-22 17:53:00,1,95,95,23,0,1,2024-03-22 17:42:00,11.0
_Khaled_,C,2024-03-22 18:44:00,3,95,116,44,1,1,2024-03-22 17:53:00,51.0
_LP_,A,2024-03-22 18:04:00,1,139,85,21,0,1,2024-03-22 17:35:00,29.0
_LP_,B,2024-03-22 18:23:00,1,95,95,23,0,1,2024-03-22 18:04:00,19.0
_LiMLE_,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_LiMLE_,B,2024-03-22 17:49:00,1,95,95,23,0,1,2024-03-22 17:40:00,9.0
_LiMLE_,C,2024-03-22 18:02:00,1,95,116,44,1,1,2024-03-22 17:49:00,13.0
_LiMLE_,D,2024-03-22 19:34:00,5,115,96,25,1,0,2024-03-22 18:02:00,92.0
_Light,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
_Light,B,2024-03-22 18:07:00,3,95,95,23,0,1,2024-03-22 17:39:00,28.0
_Light,C,2024-03-22 19:34:00,1,95,116,44,1,0,2024-03-22 18:07:00,87.0
_LiveOrDie_,A,2024-03-22 17:39:00,1,139,85,21,0,1,2024-03-22 17:35:00,4.0
_LiveOrDie_,B,2024-03-22 17:57:00,3,95,95,23,0,1,2024-03-22 17:39:00,18.0
_MD_Nakib,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_MD_Nakib,B,2024-03-22 17:58:00,1,95,95,23,0,1,2024-03-22 17:42:00,16.0
_Mahmoud_Ayman,A,2024-03-22 17:41:00,2,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Mahmoud_Ayman,B,2024-03-22 17:50:00,1,95,95,23,0,1,2024-03-22 17:41:00,9.0
_Mahmoud_Ayman,C,2024-03-22 18:24:00,2,95,116,44,1,1,2024-03-22 17:50:00,34.0
_Mahmoud_Ayman,D,2024-03-22 19:34:00,2,115,96,25,1,0,2024-03-22 18:24:00,70.0
_Makar_,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Makar_,B,2024-03-22 17:57:00,3,95,95,23,0,1,2024-03-22 17:41:00,16.0
_Makar_,C,2024-03-22 18:12:00,1,95,116,44,1,1,2024-03-22 17:57:00,15.0
_Makar_,D,2024-03-22 18:35:00,2,115,96,25,1,0,2024-03-22 18:12:00,23.0
_Manuu_16,A,2024-03-22 17:49:00,1,139,85,21,0,1,2024-03-22 17:35:00,14.0
_Manuu_16,B,2024-03-22 18:52:00,1,95,95,23,0,0,2024-03-22 17:49:00,63.0
_Nepenthes,A,2024-03-22 17:55:00,1,139,85,21,0,1,2024-03-22 17:35:00,20.0
_Nepenthes,B,2024-03-22 18:16:00,1,95,95,23,0,1,2024-03-22 17:55:00,21.0
_NonSense_,A,2024-03-22 17:48:00,1,139,85,21,0,1,2024-03-22 17:35:00,13.0
_NonSense_,B,2024-03-22 19:33:00,1,95,95,23,0,0,2024-03-22 17:48:00,105.0
_O_K_,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_O_K_,B,2024-03-22 18:40:00,1,95,95,23,0,1,2024-03-22 17:40:00,60.0
_PD_,A,2024-03-22 17:49:00,1,139,85,21,0,1,2024-03-22 17:35:00,14.0
_PD_,B,2024-03-22 18:21:00,1,95,95,23,0,1,2024-03-22 17:49:00,32.0
_POLASH_,B,2024-03-22 18:31:00,1,95,95,23,0,1,2024-03-22 17:35:00,56.0
_POLASH_,A,2024-03-22 18:42:00,1,139,85,21,0,1,2024-03-22 18:31:00,11.0
_POLASH_,C,2024-03-22 19:08:00,1,95,116,44,1,1,2024-03-22 18:42:00,26.0
_Phenox,A,2024-03-22 18:03:00,1,139,85,21,0,1,2024-03-22 17:35:00,28.0
_Phenox,B,2024-03-22 19:18:00,2,95,95,23,0,1,2024-03-22 18:03:00,75.0
_PhoeniX_A,A,2024-03-22 17:50:00,1,139,85,21,0,1,2024-03-22 17:35:00,15.0
_PhoeniX_A,B,2024-03-22 19:19:00,4,95,95,23,0,1,2024-03-22 17:50:00,89.0
_Poltergeist_,A,2024-03-22 17:38:00,1,139,85,21,0,1,2024-03-22 17:35:00,3.0
_Poltergeist_,B,2024-03-22 18:04:00,1,95,95,23,0,1,2024-03-22 17:38:00,26.0
_Poltergeist_,C,2024-03-22 19:14:00,3,95,116,44,1,0,2024-03-22 18:04:00,70.0
_Prajjwal_,A,2024-03-22 17:55:00,1,139,85,21,0,1,2024-03-22 17:35:00,20.0
_Prajjwal_,B,2024-03-22 19:03:00,1,95,95,23,0,1,2024-03-22 17:55:00,68.0
_RED__,A,2024-03-22 17:42:00,1,139,85,21,0,1,2024-03-22 17:35:00,7.0
_RED__,B,2024-03-22 17:52:00,3,95,95,23,0,1,2024-03-22 17:42:00,10.0
_RED__,C,2024-03-22 18:07:00,1,95,116,44,1,1,2024-03-22 17:52:00,15.0
_RED__,D,2024-03-22 18:43:00,1,115,96,25,1,1,2024-03-22 18:07:00,36.0
_Rafferty_,A,2024-03-22 17:48:00,2,139,85,21,0,1,2024-03-22 17:35:00,13.0
_Rafferty_,B,2024-03-22 19:01:00,6,95,95,23,0,1,2024-03-22 17:48:00,73.0
_Rafferty_,C,2024-03-22 19:34:00,2,95,116,44,1,0,2024-03-22 19:01:00,33.0
_Rahim_17,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Rahim_17,B,2024-03-22 18:12:00,1,95,95,23,0,1,2024-03-22 17:41:00,31.0
_Raihan__,A,2024-03-22 17:41:00,1,139,85,21,0,1,2024-03-22 17:35:00,6.0
_Raihan__,B,2024-03-22 17:59:00,1,95,95,23,0,1,2024-03-22 17:41:00,18.0
_Raihan__,C,2024-03-22 18:23:00,2,95,116,44,1,1,2024-03-22 17:59:00,24.0
_Rounak,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_Rounak,B,2024-03-22 18:02:00,1,95,95,23,0,1,2024-03-22 17:40:00,22.0
_Rounak,C,2024-03-22 19:16:00,2,95,116,44,1,0,2024-03-22 18:02:00,74.0
_SCD_,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_SCD_,B,2024-03-22 18:01:00,1,95,95,23,0,1,2024-03-22 17:44:00,17.0
_SHREYGUPTA,A,2024-03-22 17:40:00,1,139,85,21,0,1,2024-03-22 17:35:00,5.0
_SHREYGUPTA,B,2024-03-22 17:46:00,1,95,95,23,0,1,2024-03-22 17:40:00,6.0
_SHREYGUPTA,C,2024-03-22 18:21:00,3,95,116,44,1,1,2024-03-22 17:46:00,35.0
_SHREYGUPTA,D,2024-03-22 19:14:00,1,115,96,25,1,1,2024-03-22 18:21:00,53.0
_SIGMA,A,2024-03-22 17:44:00,1,139,85,21,0,1,2024-03-22 17:35:00,9.0
_SIGMA,B,2024-03-22 17:59:00,1,95,95,23,0,1,2024-03-22 17:44:00,15.0
_SIGMA,C,2024-03-22 18:36:00,1,95,116,44,1,0,2024-03-22 17:59:00,37.0
